Registro;Nombre;Referencia de Tramite;Equivalencia Terapéutica o Biosimilar;Titular;Estado del Registro;Resolución Inscríbase;Fecha Inscríbase;Ultima Renovación;Fecha Próxima renovación;Régimen;Vía Administración;Condición de Venta;Expende tipo establecimiento;Indicación;Fecha Próxima Renovación;Procesado
F-26713/22;;;;;;;;;;;;;;;;False
F-28133/24;;;;;;;;;;;;;;;;False
B-2905/21;;;;;;;;;;;;;;;;False
F-8535/21;;;;;;;;;;;;;;;;False
F-6191/20;;;;;;;;;;;;;;;;False
F-14992/20;;;;;;;;;;;;;;;;False
F-14993/20;;;;;;;;;;;;;;;;False
F-5815/20;;;;;;;;;;;;;;;;False
F-5814/20;;;;;;;;;;;;;;;;False
F-27048/22;;;;;;;;;;;;;;;;False
F-27047/22;;;;;;;;;;;;;;;;False
F-26685/22;;;;;;;;;;;;;;;;False
F-26689/22;;;;;;;;;;;;;;;;False
B-1707/22;;;;;;;;;;;;;;;;False
F-9659/21;;;;;;;;;;;;;;;;False
F-3241/20;;;;;;;;;;;;;;;;False
F-20979/24;;;;;;;;;;;;;;;;False
F-18561/21;;;;;;;;;;;;;;;;False
F-13684/24;;;;;;;;;;;;;;;;False
F-10855/21;;;;;;;;;;;;;;;;False
F-10854/21;;;;;;;;;;;;;;;;False
F-27264/23;;;;;;;;;;;;;;;;False
F-12803/23;;;;;;;;;;;;;;;;False
F-26070/21;;;;;;;;;;;;;;;;False
F-26032/21;;;;;;;;;;;;;;;;False
F-26369/21;;;;;;;;;;;;;;;;False
F-28623/24;;;;;;;;;;;;;;;;False
F-28587/24;;;;;;;;;;;;;;;;False
F-25118/24;;;;;;;;;;;;;;;;False
F-16994/23;;;;;;;;;;;;;;;;False
F-16993/23;;;;;;;;;;;;;;;;False
F-16992/23;;;;;;;;;;;;;;;;False
F-28006/24;;;;;;;;;;;;;;;;False
B-2029/23;;;;;;;;;;;;;;;;False
B-2663/23;;;;;;;;;;;;;;;;False
F-12089/22;;;;;;;;;;;;;;;;False
F-24524/24;;;;;;;;;;;;;;;;False
F-24765/24;;;;;;;;;;;;;;;;False
F-24778/24;;;;;;;;;;;;;;;;False
F-25407/20;;;;;;;;;;;;;;;;False
F-16113/22;;;;;;;;;;;;;;;;False
F-25475/20;;;;;;;;;;;;;;;;False
F-23360/22;;;;;;;;;;;;;;;;False
F-25319/20;;;;;;;;;;;;;;;;False
F-18827/21;;;;;;;;;;;;;;;;False
F-26961/22;;;;;;;;;;;;;;;;False
F-17981/20;;;;;;;;;;;;;;;;False
F-24757/24;;;;;;;;;;;;;;;;False
F-23708/23;;;;;;;;;;;;;;;;False
F-24829/24;;;;;;;;;;;;;;;;False
F-23174/21;;;;;;;;;;;;;;;;False
N-623/21;;;;;;;;;;;;;;;;False
F-24128/23;;;;;;;;;;;;;;;;False
F-24096/23;;;;;;;;;;;;;;;;False
F-22356/20;;;;;;;;;;;;;;;;False
F-28246/24;;;;;;;;;;;;;;;;False
F-28247/24;;;;;;;;;;;;;;;;False
F-25849/20;;;;;;;;;;;;;;;;False
F-7917/21;;;;;;;;;;;;;;;;False
F-6372/20;;;;;;;;;;;;;;;;False
F-26182/21;;;;;;;;;;;;;;;;False
F-21707/20;;;;;;;;;;;;;;;;False
F-21706/20;;;;;;;;;;;;;;;;False
F-17320/23;;;;;;;;;;;;;;;;False
F-21879/20;;;;;;;;;;;;;;;;False
F-303/22;;;;;;;;;;;;;;;;False
F-25635/20;;;;;;;;;;;;;;;;False
F-13353/23;;;;;;;;;;;;;;;;False
F-10856/21;;;;;;;;;;;;;;;;False
F-10859/21;;;;;;;;;;;;;;;;False
F-10857/21;;;;;;;;;;;;;;;;False
F-9177/21;;;;;;;;;;;;;;;;False
F-5266/20;;;;;;;;;;;;;;;;False
F-1460/23;;;;;;;;;;;;;;;;False
F-21913/20;;;;;;;;;;;;;;;;False
F-26173/21;;;;;;;;;;;;;;;;False
F-25127/24;;;;;;;;;;;;;;;;False
F-17601/24;;;;;;;;;;;;;;;;False
F-11676/21;;;;;;;;;;;;;;;;False
F-9369/21;;;;;;;;;;;;;;;;False
F-24404/23;;;;;;;;;;;;;;;;False
K-90/22;;;;;;;;;;;;;;;;False
F-5921/20;;;;;;;;;;;;;;;;False
F-25040/24;;;;;;;;;;;;;;;;False
F-27807/23;;;;;;;;;;;;;;;;False
F-27805/23;;;;;;;;;;;;;;;;False
F-27806/23;;;;;;;;;;;;;;;;False
F-27808/23;;;;;;;;;;;;;;;;False
F-23621/22;;;;;;;;;;;;;;;;False
F-23619/22;;;;;;;;;;;;;;;;False
F-23620/22;;;;;;;;;;;;;;;;False
F-23622/22;;;;;;;;;;;;;;;;False
F-27782/23;;;;;;;;;;;;;;;;False
F-23725/23;;;;;;;;;;;;;;;;False
F-21953/20;;;;;;;;;;;;;;;;False
F-24060/23;;;;;;;;;;;;;;;;False
F-23241/21;;;;;;;;;;;;;;;;False
F-24058/23;;;;;;;;;;;;;;;;False
F-26544/21;;;;;;;;;;;;;;;;False
F-26847/22;;;;;;;;;;;;;;;;False
F-27037/22;;;;;;;;;;;;;;;;False
F-26886/22;;;;;;;;;;;;;;;;False
F-7372/21;;;;;;;;;;;;;;;;False
F-26738/22;;;;;;;;;;;;;;;;False
F-26970/22;;;;;;;;;;;;;;;;False
F-27727/23;;;;;;;;;;;;;;;;False
F-2042/24;;;;;;;;;;;;;;;;False
F-7677/21;;;;;;;;;;;;;;;;False
F-7676/21;;;;;;;;;;;;;;;;False
F-13953/24;;;;;;;;;;;;;;;;False
F-24168/23;;;;;;;;;;;;;;;;False
F-22222/20;;;;;;;;;;;;;;;;False
F-22223/20;;;;;;;;;;;;;;;;False
F-22224/20;;;;;;;;;;;;;;;;False
F-9856/21;;;;;;;;;;;;;;;;False
F-26884/22;;;;;;;;;;;;;;;;False
F-28074/24;;;;;;;;;;;;;;;;False
F-26949/22;;;;;;;;;;;;;;;;False
F-26950/22;;;;;;;;;;;;;;;;False
F-23307/22;;;;;;;;;;;;;;;;False
F-7592/21;;;;;;;;;;;;;;;;False
F-22452/21;;;;;;;;;;;;;;;;False
F-10140/21;;;;;;;;;;;;;;;;False
F-22398/21;;;;;;;;;;;;;;;;False
F-22397/21;;;;;;;;;;;;;;;;False
F-25479/20;;;;;;;;;;;;;;;;False
F-25480/20;;;;;;;;;;;;;;;;False
F-25566/20;;;;;;;;;;;;;;;;False
F-22618/21;;;;;;;;;;;;;;;;False
F-25567/20;;;;;;;;;;;;;;;;False
F-26095/21;;;;;;;;;;;;;;;;False
F-23356/22;;;;;;;;;;;;;;;;False
F-23202/21;;;;;;;;;;;;;;;;False
F-6197/20;;;;;;;;;;;;;;;;False
F-19517/22;;;;;;;;;;;;;;;;False
F-19571/22;;;;;;;;;;;;;;;;False
F-25718/20;;;;;;;;;;;;;;;;False
F-21274/24;;;;;;;;;;;;;;;;False
F-23043/21;;;;;;;;;;;;;;;;False
F-26798/22;;;;;;;;;;;;;;;;False
F-25026/24;;;;;;;;;;;;;;;;False
F-28173/24;;;;;;;;;;;;;;;;False
F-28195/24;;;;;;;;;;;;;;;;False
F-28174/24;;;;;;;;;;;;;;;;False
F-25204/25;;;;;;;;;;;;;;;;False
F-13749/24;;;;;;;;;;;;;;;;False
F-25892/20;;;;;;;;;;;;;;;;False
F-20133/23;;;;;;;;;;;;;;;;False
F-17823/24;;;;;;;;;;;;;;;;False
F-14833/20;;;;;;;;;;;;;;;;False
F-14832/20;;;;;;;;;;;;;;;;False
F-23565/22;;;;;;;;;;;;;;;;False
F-15948/22;;;;;;;;;;;;;;;;False
F-15947/22;;;;;;;;;;;;;;;;False
F-9946/21;;;;;;;;;;;;;;;;False
F-6142/20;;;;;;;;;;;;;;;;False
F-24557/24;;;;;;;;;;;;;;;;False
F-18678/21;;;;;;;;;;;;;;;;False
F-24012/23;;;;;;;;;;;;;;;;False
F-14576/20;;;;;;;;;;;;;;;;False
F-14577/20;;;;;;;;;;;;;;;;False
B-1393/21;;;;;;;;;;;;;;;;False
F-24367/23;;;;;;;;;;;;;;;;False
F-26951/22;;;;;;;;;;;;;;;;False
F-25521/20;;;;;;;;;;;;;;;;False
F-26088/21;;;;;;;;;;;;;;;;False
F-18684/21;;;;;;;;;;;;;;;;False
F-26954/22;;;;;;;;;;;;;;;;False
F-25109/24;;;;;;;;;;;;;;;;False
F-25108/24;;;;;;;;;;;;;;;;False
F-25110/24;;;;;;;;;;;;;;;;False
F-10861/21;;;;;;;;;;;;;;;;False
F-11220/21;;;;;;;;;;;;;;;;False
F-23768/23;;;;;;;;;;;;;;;;False
F-23769/23;;;;;;;;;;;;;;;;False
F-26022/21;;;;;;;;;;;;;;;;False
F-7083/20;;;;;;;;;;;;;;;;False
F-12031/22;;;;;;;;;;;;;;;;False
F-26721/22;;;;;;;;;;;;;;;;False
F-26770/22;;;;;;;;;;;;;;;;False
F-26768/22;;;;;;;;;;;;;;;;False
F-26769/22;;;;;;;;;;;;;;;;False
F-19937/23;;;;;;;;;;;;;;;;False
F-26912/22;;;;;;;;;;;;;;;;False
F-26913/22;;;;;;;;;;;;;;;;False
F-26914/22;;;;;;;;;;;;;;;;False
F-28255/24;;;;;;;;;;;;;;;;False
F-24003/23;;;;;;;;;;;;;;;;False
F-19340/22;;;;;;;;;;;;;;;;False
F-14908/20;;;;;;;;;;;;;;;;False
F-10720/21;;;;;;;;;;;;;;;;False
F-7680/21;;;;;;;;;;;;;;;;False
F-23520/22;;;;;;;;;;;;;;;;False
F-22617/21;;;;;;;;;;;;;;;;False
F-24035/23;;;;;;;;;;;;;;;;False
F-25625/20;;;;;;;;;;;;;;;;False
F-21250/24;;;;;;;;;;;;;;;;False
F-19655/22;;;;;;;;;;;;;;;;False
F-24646/24;;;;;;;;;;;;;;;;False
F-24647/24;;;;;;;;;;;;;;;;False
F-26145/21;;;;;;;;;;;;;;;;False
F-14037/24;;;;;;;;;;;;;;;;False
F-4214/20;;;;;;;;;;;;;;;;False
F-4215/20;;;;;;;;;;;;;;;;False
F-6599/20;;;;;;;;;;;;;;;;False
F-23355/22;;;;;;;;;;;;;;;;False
F-25692/20;;;;;;;;;;;;;;;;False
F-27767/23;;;;;;;;;;;;;;;;False
F-26864/22;;;;;;;;;;;;;;;;False
F-23133/21;;;;;;;;;;;;;;;;False
F-15108/20;;;;;;;;;;;;;;;;False
F-15481/21;;;;;;;;;;;;;;;;False
F-8203/21;;;;;;;;;;;;;;;;False
F-10622/21;;;;;;;;;;;;;;;;False
F-19073/21;;;;;;;;;;;;;;;;False
F-12339/22;;;;;;;;;;;;;;;;False
F-24763/24;;;;;;;;;;;;;;;;False
F-27883/23;;;;;;;;;;;;;;;;False
F-12130/22;;;;;;;;;;;;;;;;False
F-20580/23;;;;;;;;;;;;;;;;False
F-27804/23;;;;;;;;;;;;;;;;False
F-9693/21;;;;;;;;;;;;;;;;False
F-18761/21;;;;;;;;;;;;;;;;False
F-10863/21;;;;;;;;;;;;;;;;False
F-15589/21;;;;;;;;;;;;;;;;False
F-23240/21;;;;;;;;;;;;;;;;False
F-10059/21;;;;;;;;;;;;;;;;False
F-8091/21;;;;;;;;;;;;;;;;False
F-7258/20;;;;;;;;;;;;;;;;False
F-24666/24;;;;;;;;;;;;;;;;False
F-27751/23;;;;;;;;;;;;;;;;False
F-27076/22;;;;;;;;;;;;;;;;False
F-25719/20;;;;;;;;;;;;;;;;False
F-14519/20;;;;;;;;;;;;;;;;False
F-16587/22;;;;;;;;;;;;;;;;False
F-8060/21;;;;;;;;;;;;;;;;False
F-2135/24;;;;;;;;;;;;;;;;False
F-3031/20;;;;;;;;;;;;;;;;False
F-9996/21;;;;;;;;;;;;;;;;False
F-27946/23;;;;;;;;;;;;;;;;False
F-27947/23;;;;;;;;;;;;;;;;False
F-22521/21;;;;;;;;;;;;;;;;False
F-3364/20;;;;;;;;;;;;;;;;False
F-28469/24;;;;;;;;;;;;;;;;False
F-10016/21;;;;;;;;;;;;;;;;False
F-12747/23;;;;;;;;;;;;;;;;False
F-2491/24;;;;;;;;;;;;;;;;False
F-27754/23;;;;;;;;;;;;;;;;False
F-14346/24;;;;;;;;;;;;;;;;False
F-21542/24;;;;;;;;;;;;;;;;False
F-22674/21;;;;;;;;;;;;;;;;False
F-28474/24;;;;;;;;;;;;;;;;False
F-3659/20;;;;;;;;;;;;;;;;False
F-25282/20;;;;;;;;;;;;;;;;False
F-10013/21;;;;;;;;;;;;;;;;False
F-14762/20;;;;;;;;;;;;;;;;False
F-3366/20;;;;;;;;;;;;;;;;False
F-16056/22;;;;;;;;;;;;;;;;False
F-24774/24;;;;;;;;;;;;;;;;False
F-2058/24;;;;;;;;;;;;;;;;False
F-28345/24;;;;;;;;;;;;;;;;False
F-26487/21;;;;;;;;;;;;;;;;False
F-24919/24;;;;;;;;;;;;;;;;False
F-7515/21;;;;;;;;;;;;;;;;False
F-15073/20;;;;;;;;;;;;;;;;False
F-7025/20;;;;;;;;;;;;;;;;False
F-6533/20;;;;;;;;;;;;;;;;False
F-15168/20;;;;;;;;;;;;;;;;False
F-6534/20;;;;;;;;;;;;;;;;False
F-24460/21;;;;;;;;;;;;;;;;False
F-18661/21;;;;;;;;;;;;;;;;False
F-16504/22;;;;;;;;;;;;;;;;False
F-16503/22;;;;;;;;;;;;;;;;False
F-7516/21;;;;;;;;;;;;;;;;False
B-802/20;;;;;;;;;;;;;;;;False
F-8377/21;;;;;;;;;;;;;;;;False
F-8378/21;;;;;;;;;;;;;;;;False
F-8379/21;;;;;;;;;;;;;;;;False
FX-142/20;;;;;;;;;;;;;;;;False
FX-143/20;;;;;;;;;;;;;;;;False
F-24516/24;;;;;;;;;;;;;;;;False
F-10820/21;;;;;;;;;;;;;;;;False
F-24878/24;;;;;;;;;;;;;;;;False
N-452/22;;;;;;;;;;;;;;;;False
F-15172/20;;;;;;;;;;;;;;;;False
B-3006/23;;;;;;;;;;;;;;;;False
F-11245/21;;;;;;;;;;;;;;;;False
F-27976/23;;;;;;;;;;;;;;;;False
F-27971/23;;;;;;;;;;;;;;;;False
F-27972/23;;;;;;;;;;;;;;;;False
F-20171/23;;;;;;;;;;;;;;;;False
F-20170/23;;;;;;;;;;;;;;;;False
F-21639/20;;;;;;;;;;;;;;;;False
F-15868/21;;;;;;;;;;;;;;;;False
F-19022/21;;;;;;;;;;;;;;;;False
F-4660/20;;;;;;;;;;;;;;;;False
F-22609/21;;;;;;;;;;;;;;;;False
F-23795/23;;;;;;;;;;;;;;;;False
F-26771/22;;;;;;;;;;;;;;;;False
F-7909/21;;;;;;;;;;;;;;;;False
F-7910/21;;;;;;;;;;;;;;;;False
F-7819/21;;;;;;;;;;;;;;;;False
F-18730/21;;;;;;;;;;;;;;;;False
F-23842/23;;;;;;;;;;;;;;;;False
F-15380/21;;;;;;;;;;;;;;;;False
F-23982/23;;;;;;;;;;;;;;;;False
F-23392/22;;;;;;;;;;;;;;;;False
F-9483/21;;;;;;;;;;;;;;;;False
F-15151/20;;;;;;;;;;;;;;;;False
F-26468/21;;;;;;;;;;;;;;;;False
F-8204/21;;;;;;;;;;;;;;;;False
F-26906/22;;;;;;;;;;;;;;;;False
F-8383/21;;;;;;;;;;;;;;;;False
B-2450/20;;;;;;;;;;;;;;;;False
B-2986/23;;;;;;;;;;;;;;;;False
B-2913/21;;;;;;;;;;;;;;;;False
B-2449/20;;;;;;;;;;;;;;;;False
F-28321/24;;;;;;;;;;;;;;;;False
F-19390/22;;;;;;;;;;;;;;;;False
F-5838/20;;;;;;;;;;;;;;;;False
F-3212/20;;;;;;;;;;;;;;;;False
F-28127/24;;;;;;;;;;;;;;;;False
F-21015/24;;;;;;;;;;;;;;;;False
F-21016/24;;;;;;;;;;;;;;;;False
F-8080/21;;;;;;;;;;;;;;;;False
F-6537/20;;;;;;;;;;;;;;;;False
F-6535/20;;;;;;;;;;;;;;;;False
F-8081/21;;;;;;;;;;;;;;;;False
F-6536/20;;;;;;;;;;;;;;;;False
F-24440/23;;;;;;;;;;;;;;;;False
F-23542/22;;;;;;;;;;;;;;;;False
H-1123/23;;;;;;;;;;;;;;;;False
F-27352/23;;;;;;;;;;;;;;;;False
F-8269/21;;;;;;;;;;;;;;;;False
B-1937/21;;;;;;;;;;;;;;;;False
F-27561/23;;;;;;;;;;;;;;;;False
F-27731/23;;;;;;;;;;;;;;;;False
F-27732/23;;;;;;;;;;;;;;;;False
F-27114/22;;;;;;;;;;;;;;;;False
F-23538/22;;;;;;;;;;;;;;;;False
F-24702/24;;;;;;;;;;;;;;;;False
F-22738/21;;;;;;;;;;;;;;;;False
F-22737/21;;;;;;;;;;;;;;;;False
F-22238/20;;;;;;;;;;;;;;;;False
F-22807/21;;;;;;;;;;;;;;;;False
F-17301/23;;;;;;;;;;;;;;;;False
F-10942/21;;;;;;;;;;;;;;;;False
F-7925/21;;;;;;;;;;;;;;;;False
F-14676/20;;;;;;;;;;;;;;;;False
F-23839/23;;;;;;;;;;;;;;;;False
F-7726/21;;;;;;;;;;;;;;;;False
F-28221/24;;;;;;;;;;;;;;;;False
F-25951/21;;;;;;;;;;;;;;;;False
F-25950/21;;;;;;;;;;;;;;;;False
F-25562/20;;;;;;;;;;;;;;;;False
F-25463/20;;;;;;;;;;;;;;;;False
F-25462/20;;;;;;;;;;;;;;;;False
B-2659/22;;;;;;;;;;;;;;;;False
B-2661/22;;;;;;;;;;;;;;;;False
F-23021/21;;;;;;;;;;;;;;;;False
F-24068/23;;;;;;;;;;;;;;;;False
F-24069/23;;;;;;;;;;;;;;;;False
F-24344/23;;;;;;;;;;;;;;;;False
F-20368/21;;;;;;;;;;;;;;;;False
F-19290/22;;;;;;;;;;;;;;;;False
F-19291/22;;;;;;;;;;;;;;;;False
F-9570/21;;;;;;;;;;;;;;;;False
F-5529/20;;;;;;;;;;;;;;;;False
F-27222/22;;;;;;;;;;;;;;;;False
F-22236/20;;;;;;;;;;;;;;;;False
F-27905/23;;;;;;;;;;;;;;;;False
F-27860/23;;;;;;;;;;;;;;;;False
F-27859/23;;;;;;;;;;;;;;;;False
F-28300/24;;;;;;;;;;;;;;;;False
F-28165/24;;;;;;;;;;;;;;;;False
F-19295/22;;;;;;;;;;;;;;;;False
F-24885/24;;;;;;;;;;;;;;;;False
F-25565/20;;;;;;;;;;;;;;;;False
F-25068/24;;;;;;;;;;;;;;;;False
F-17119/23;;;;;;;;;;;;;;;;False
F-26403/21;;;;;;;;;;;;;;;;False
F-7097/20;;;;;;;;;;;;;;;;False
F-17785/24;;;;;;;;;;;;;;;;False
F-25639/20;;;;;;;;;;;;;;;;False
F-12095/22;;;;;;;;;;;;;;;;False
F-12698/22;;;;;;;;;;;;;;;;False
F-17651/24;;;;;;;;;;;;;;;;False
F-12096/22;;;;;;;;;;;;;;;;False
F-20602/23;;;;;;;;;;;;;;;;False
F-19800/23;;;;;;;;;;;;;;;;False
F-14377/24;;;;;;;;;;;;;;;;False
F-15112/20;;;;;;;;;;;;;;;;False
F-25048/24;;;;;;;;;;;;;;;;False
F-14379/24;;;;;;;;;;;;;;;;False
F-26514/21;;;;;;;;;;;;;;;;False
F-20130/23;;;;;;;;;;;;;;;;False
F-6690/20;;;;;;;;;;;;;;;;False
F-20145/23;;;;;;;;;;;;;;;;False
F-20144/23;;;;;;;;;;;;;;;;False
F-24016/23;;;;;;;;;;;;;;;;False
F-24015/23;;;;;;;;;;;;;;;;False
F-10232/21;;;;;;;;;;;;;;;;False
F-28018/24;;;;;;;;;;;;;;;;False
F-28017/24;;;;;;;;;;;;;;;;False
F-14735/20;;;;;;;;;;;;;;;;False
F-7736/21;;;;;;;;;;;;;;;;False
F-24515/24;;;;;;;;;;;;;;;;False
F-16213/22;;;;;;;;;;;;;;;;False
F-16039/22;;;;;;;;;;;;;;;;False
F-22675/21;;;;;;;;;;;;;;;;False
F-28031/24;;;;;;;;;;;;;;;;False
F-27457/23;;;;;;;;;;;;;;;;False
F-25301/20;;;;;;;;;;;;;;;;False
F-28026/24;;;;;;;;;;;;;;;;False
F-28025/24;;;;;;;;;;;;;;;;False
F-26640/22;;;;;;;;;;;;;;;;False
F-22571/21;;;;;;;;;;;;;;;;False
F-12598/22;;;;;;;;;;;;;;;;False
F-10195/21;;;;;;;;;;;;;;;;False
F-1489/23;;;;;;;;;;;;;;;;False
F-3313/20;;;;;;;;;;;;;;;;False
F-4078/20;;;;;;;;;;;;;;;;False
F-4079/20;;;;;;;;;;;;;;;;False
F-21573/24;;;;;;;;;;;;;;;;False
F-21575/24;;;;;;;;;;;;;;;;False
F-4080/20;;;;;;;;;;;;;;;;False
F-21556/24;;;;;;;;;;;;;;;;False
F-21557/24;;;;;;;;;;;;;;;;False
F-21558/24;;;;;;;;;;;;;;;;False
F-21559/24;;;;;;;;;;;;;;;;False
F-21560/24;;;;;;;;;;;;;;;;False
F-10056/21;;;;;;;;;;;;;;;;False
F-18551/21;;;;;;;;;;;;;;;;False
F-18798/21;;;;;;;;;;;;;;;;False
F-18715/21;;;;;;;;;;;;;;;;False
F-21830/20;;;;;;;;;;;;;;;;False
F-2147/24;;;;;;;;;;;;;;;;False
F-17925/20;;;;;;;;;;;;;;;;False
F-9771/21;;;;;;;;;;;;;;;;False
F-3624/20;;;;;;;;;;;;;;;;False
F-18623/21;;;;;;;;;;;;;;;;False
F-9772/21;;;;;;;;;;;;;;;;False
F-6542/20;;;;;;;;;;;;;;;;False
F-12377/22;;;;;;;;;;;;;;;;False
F-26731/22;;;;;;;;;;;;;;;;False
F-3351/20;;;;;;;;;;;;;;;;False
F-10799/21;;;;;;;;;;;;;;;;False
F-26983/22;;;;;;;;;;;;;;;;False
F-24764/24;;;;;;;;;;;;;;;;False
F-21009/24;;;;;;;;;;;;;;;;False
F-25382/20;;;;;;;;;;;;;;;;False
F-25383/20;;;;;;;;;;;;;;;;False
F-21744/20;;;;;;;;;;;;;;;;False
F-21755/20;;;;;;;;;;;;;;;;False
F-13775/24;;;;;;;;;;;;;;;;False
F-25249/20;;;;;;;;;;;;;;;;False
F-19498/22;;;;;;;;;;;;;;;;False
F-10826/21;;;;;;;;;;;;;;;;False
F-27831/23;;;;;;;;;;;;;;;;False
F-23361/22;;;;;;;;;;;;;;;;False
F-27829/23;;;;;;;;;;;;;;;;False
F-24611/24;;;;;;;;;;;;;;;;False
F-23362/22;;;;;;;;;;;;;;;;False
F-27830/23;;;;;;;;;;;;;;;;False
F-14279/24;;;;;;;;;;;;;;;;False
F-16414/22;;;;;;;;;;;;;;;;False
F-18451/20;;;;;;;;;;;;;;;;False
F-24727/24;;;;;;;;;;;;;;;;False
F-25472/20;;;;;;;;;;;;;;;;False
F-18143/20;;;;;;;;;;;;;;;;False
F-26415/21;;;;;;;;;;;;;;;;False
F-20639/23;;;;;;;;;;;;;;;;False
F-21742/20;;;;;;;;;;;;;;;;False
F-24327/23;;;;;;;;;;;;;;;;False
F-3553/20;;;;;;;;;;;;;;;;False
F-24571/24;;;;;;;;;;;;;;;;False
F-24568/24;;;;;;;;;;;;;;;;False
F-6638/20;;;;;;;;;;;;;;;;False
F-6633/20;;;;;;;;;;;;;;;;False
F-19351/22;;;;;;;;;;;;;;;;False
F-25246/20;;;;;;;;;;;;;;;;False
F-26940/22;;;;;;;;;;;;;;;;False
F-27678/23;;;;;;;;;;;;;;;;False
F-27741/23;;;;;;;;;;;;;;;;False
F-9684/21;;;;;;;;;;;;;;;;False
F-9658/21;;;;;;;;;;;;;;;;False
F-4543/20;;;;;;;;;;;;;;;;False
F-3349/20;;;;;;;;;;;;;;;;False
F-25499/20;;;;;;;;;;;;;;;;False
F-25191/25;;;;;;;;;;;;;;;;False
F-25205/25;;;;;;;;;;;;;;;;False
F-15480/21;;;;;;;;;;;;;;;;False
F-15479/21;;;;;;;;;;;;;;;;False
F-10943/21;;;;;;;;;;;;;;;;False
F-10944/21;;;;;;;;;;;;;;;;False
F-20035/23;;;;;;;;;;;;;;;;False
F-14636/20;;;;;;;;;;;;;;;;False
F-25476/20;;;;;;;;;;;;;;;;False
F-25469/20;;;;;;;;;;;;;;;;False
F-10878/21;;;;;;;;;;;;;;;;False
F-10057/21;;;;;;;;;;;;;;;;False
F-7646/21;;;;;;;;;;;;;;;;False
F-24263/23;;;;;;;;;;;;;;;;False
F-21882/20;;;;;;;;;;;;;;;;False
F-26871/22;;;;;;;;;;;;;;;;False
F-26872/22;;;;;;;;;;;;;;;;False
F-26453/21;;;;;;;;;;;;;;;;False
F-26228/21;;;;;;;;;;;;;;;;False
F-20496/23;;;;;;;;;;;;;;;;False
F-27039/22;;;;;;;;;;;;;;;;False
F-26831/22;;;;;;;;;;;;;;;;False
F-21801/20;;;;;;;;;;;;;;;;False
F-21800/20;;;;;;;;;;;;;;;;False
F-26219/21;;;;;;;;;;;;;;;;False
F-24883/24;;;;;;;;;;;;;;;;False
F-24173/23;;;;;;;;;;;;;;;;False
F-24889/24;;;;;;;;;;;;;;;;False
F-25014/24;;;;;;;;;;;;;;;;False
F-24789/24;;;;;;;;;;;;;;;;False
B-2179/21;;;;;;;;;;;;;;;;False
F-23687/23;;;;;;;;;;;;;;;;False
F-25391/20;;;;;;;;;;;;;;;;False
F-22253/20;;;;;;;;;;;;;;;;False
F-27265/23;;;;;;;;;;;;;;;;False
F-18900/21;;;;;;;;;;;;;;;;False
F-22369/20;;;;;;;;;;;;;;;;False
F-20947/24;;;;;;;;;;;;;;;;False
H-1137/24;;;;;;;;;;;;;;;;False
F-18525/21;;;;;;;;;;;;;;;;False
F-22237/20;;;;;;;;;;;;;;;;False
F-20304/18;;;;;;;;;;;;;;;;False
F-25384/20;;;;;;;;;;;;;;;;False
F-8543/21;;;;;;;;;;;;;;;;False
F-2577/24;;;;;;;;;;;;;;;;False
F-24676/24;;;;;;;;;;;;;;;;False
F-17995/20;;;;;;;;;;;;;;;;False
F-19474/22;;;;;;;;;;;;;;;;False
F-14197/24;;;;;;;;;;;;;;;;False
F-20139/23;;;;;;;;;;;;;;;;False
F-20140/23;;;;;;;;;;;;;;;;False
F-768/23;;;;;;;;;;;;;;;;False
F-4596/20;;;;;;;;;;;;;;;;False
F-11261/21;;;;;;;;;;;;;;;;False
F-22880/21;;;;;;;;;;;;;;;;False
F-26494/21;;;;;;;;;;;;;;;;False
F-19925/23;;;;;;;;;;;;;;;;False
F-23761/23;;;;;;;;;;;;;;;;False
F-24801/24;;;;;;;;;;;;;;;;False
F-27372/23;;;;;;;;;;;;;;;;False
F-27569/23;;;;;;;;;;;;;;;;False
F-27570/23;;;;;;;;;;;;;;;;False
F-27371/23;;;;;;;;;;;;;;;;False
F-26151/21;;;;;;;;;;;;;;;;False
F-26152/21;;;;;;;;;;;;;;;;False
F-26159/21;;;;;;;;;;;;;;;;False
F-26160/21;;;;;;;;;;;;;;;;False
B-2628/21;;;;;;;;;;;;;;;;False
B-2627/21;;;;;;;;;;;;;;;;False
F-23732/23;;;;;;;;;;;;;;;;False
F-10428/21;;;;;;;;;;;;;;;;False
B-2184/21;;;;;;;;;;;;;;;;False
F-22861/21;;;;;;;;;;;;;;;;False
F-26252/21;;;;;;;;;;;;;;;;False
F-28397/24;;;;;;;;;;;;;;;;False
F-28396/24;;;;;;;;;;;;;;;;False
F-26251/21;;;;;;;;;;;;;;;;False
B-3022/24;;;;;;;;;;;;;;;;False
B-2251/22;;;;;;;;;;;;;;;;False
B-2244/22;;;;;;;;;;;;;;;;False
B-2245/22;;;;;;;;;;;;;;;;False
B-2243/22;;;;;;;;;;;;;;;;False
B-1936/21;;;;;;;;;;;;;;;;False
F-27648/23;;;;;;;;;;;;;;;;False
F-27021/22;;;;;;;;;;;;;;;;False
F-28164/24;;;;;;;;;;;;;;;;False
F-8147/21;;;;;;;;;;;;;;;;False
F-6149/20;;;;;;;;;;;;;;;;False
